type,pos,headword,freq_tar,freq_ref,range_tar,range_ref,likelihood,effect
wonderful,,,21,36,3,1,37.464,0
shaft,,,21,42,3,1,33.276,0
hanging,,,21,43,3,1,32.638,0
desired,,,21,45,3,1,31.407,0
deem,,,21,46,3,1,30.813,0
telling,,,21,51,3,1,28.037,0
floating,,,21,54,3,1,26.512,0
bringing,,,21,57,3,1,25.08,0
adventures,,,21,57,3,1,25.08,0
ash,,,21,58,3,1,24.623,0
blocked,,,21,61,3,1,23.303,0
dunharrow,,,22,0,2,0,111.629,0
glinted,,,22,0,3,0,111.629,0
fro,,,22,0,3,0,111.629,0
lugbúrz,,,22,0,2,0,111.629,0
bade,,,22,0,3,0,111.629,0
háma,,,22,0,1,0,111.629,0
coomb,,,22,0,2,0,111.629,0
growled,,,22,0,3,0,111.629,0
leapt,,,22,0,3,0,111.629,0
eh,,,22,0,3,0,111.629,0
ephel,,,22,0,2,0,111.629,0
arathorn,,,22,0,3,0,111.629,0
dúath,,,22,0,2,0,111.629,0
caradhras,,,22,0,3,0,111.629,0
lain,,,22,1,3,1,103.567,0
paces,,,22,1,3,1,103.567,0
mischief,,,22,2,3,1,98.191,0
trolls,,,22,3,3,1,93.778,0
skirts,,,22,4,3,1,89.964,0
valour,,,22,4,3,1,89.964,0
packs,,,22,5,2,1,86.578,0
wildly,,,22,6,3,1,83.522,0
ringing,,,22,7,3,1,80.728,0
pointing,,,22,11,3,1,71.432,0
louder,,,22,11,3,1,71.432,0
uneasy,,,22,12,3,1,69.458,0
foe,,,22,12,3,1,69.458,0
answering,,,22,12,3,1,69.458,0
guarded,,,22,14,3,1,65.823,0
searching,,,22,17,3,1,61.008,0
weed,,,22,19,3,1,58.142,0
darker,,,22,19,3,1,58.142,0
arose,,,22,21,3,1,55.503,0
menace,,,22,21,3,1,55.503,0
beg,,,22,24,3,1,51.902,0
thou,,,22,24,3,1,51.902,0
mound,,,22,25,3,1,50.785,0
sinking,,,22,26,3,1,49.706,0
bane,,,22,28,3,1,47.651,0
warden,,,22,28,2,1,47.651,0
sick,,,22,33,3,1,43.037,0
fountain,,,22,43,3,1,35.515,0
reward,,,22,55,3,1,28.56,0
nose,,,22,56,3,1,28.057,0
closer,,,22,58,3,1,27.081,0
ear,,,22,59,3,1,26.607,0
chose,,,22,63,3,1,24.802,0
dust,,,22,67,3,1,23.129,0
silverlode,,,23,0,2,0,116.703,0
smote,,,23,0,3,0,116.703,0
flickered,,,23,0,3,0,116.703,0
beheld,,,23,0,3,0,116.703,0
ghân,,,23,0,1,0,116.703,0
flashed,,,23,1,3,1,108.554,0
shivered,,,23,1,3,1,108.554,0
hiss,,,23,2,3,1,103.095,0
eaves,,,23,2,3,1,103.095,0
thickets,,,23,3,3,1,98.601,0
steeply,,,23,6,3,1,88.123,0
torment,,,23,9,3,1,80.162,0
fancy,,,23,9,3,1,80.162,0
hid,,,23,11,3,1,75.71,0
beard,,,23,13,3,1,71.754,0
messages,,,23,16,3,1,66.538,0
washed,,,23,16,3,1,66.538,0
lips,,,23,17,3,1,64.957,0
seas,,,23,18,3,1,63.443,0
upwards,,,23,20,3,1,60.598,0
beds,,,23,22,3,1,57.968,0
surprised,,,23,23,3,1,56.724,0
funny,,,23,26,3,1,53.244,0
thrown,,,23,26,3,1,53.244,0
plains,,,23,27,3,1,52.159,0
bite,,,23,27,3,1,52.159,0
turf,,,23,34,2,1,45.424,0
eating,,,23,39,3,1,41.357,0
moonlight,,,23,39,3,1,41.357,0
hey,,,23,43,3,1,38.452,0
dozen,,,23,52,3,1,32.812,0
slaves,,,23,62,3,1,27.668,0
bodies,,,23,64,3,1,26.753,0
departed,,,23,73,3,1,23.019,0
servant,,,23,77,3,1,21.538,0
hat,,,23,78,2,1,21.183,0
isen,,,24,0,3,0,121.778,0
clutching,,,24,0,3,0,121.778,0
entwives,,,24,0,2,0,121.778,0
clearer,,,24,0,3,0,121.778,0
shrill,,,24,0,3,0,121.778,0
glittered,,,24,0,3,0,121.778,0
murmured,,,24,0,3,0,121.778,0
balin,,,24,0,1,0,121.778,0
havens,,,24,1,2,1,113.545,0
faintly,,,24,2,3,1,108.005,0
cloven,,,24,2,3,1,108.005,0
whither,,,24,4,3,1,99.47,0
amon,,,24,4,3,1,99.47,0
trembling,,,24,5,3,1,95.939,0
valiant,,,24,6,3,1,92.742,0
healed,,,24,6,3,1,92.742,0
tops,,,24,7,3,1,89.813,0
nasty,,,24,7,3,1,89.813,0
parted,,,24,10,3,1,82.231,0
bushes,,,24,10,3,1,82.231,0
scent,,,24,11,3,1,80.016,0
shan,,,24,12,3,1,77.926,0
tended,,,24,15,3,1,72.28,0
flames,,,24,15,3,1,72.28,0
cleft,,,24,17,3,1,68.942,0
glow,,,24,19,3,1,65.881,0
daylight,,,24,28,3,1,54.613,0
deed,,,24,31,3,1,51.534,0
scattered,,,24,34,3,1,48.709,0
thy,,,24,34,3,1,48.709,0
somewhere,,,24,38,3,1,45.279,0
mistake,,,24,45,3,1,40.033,0
shallow,,,24,59,3,1,31.67,0
echo,,,24,73,3,1,25.268,0
breaking,,,24,78,3,1,23.331,0
couldn,,,25,0,3,0,126.852,0
pelennor,,,25,0,1,0,126.852,0
halflings,,,25,0,3,0,126.852,0
withered,,,25,3,3,1,108.278,0
durin,,,25,3,3,1,108.278,0
kindly,,,25,4,3,1,104.242,0
glittering,,,25,4,3,1,104.242,0
nightfall,,,25,6,3,1,97.378,0
shouting,,,25,7,3,1,94.385,0
folly,,,25,9,3,1,89.036,0
ourselves,,,25,10,3,1,86.621,0
cracked,,,25,10,3,1,86.621,0
evidently,,,25,12,3,1,82.203,0
anxious,,,25,16,3,1,74.642,0
careful,,,25,22,3,1,65.513,0
mere,,,25,22,3,1,65.513,0
bend,,,25,29,3,1,57.068,0
carved,,,25,41,3,1,46.031,0
openly,,,25,52,3,1,38.349,0
mood,,,25,59,3,1,34.291,0
clothes,,,25,69,3,1,29.334,0
pursuit,,,25,71,3,1,28.442,0
wine,,,25,76,3,1,26.338,0
grave,,,25,85,3,1,22.949,0
tongues,,,26,0,3,0,131.926,0
entwash,,,26,0,3,0,131.926,0
piled,,,26,1,3,1,123.536,0
knelt,,,26,1,3,1,123.536,0
pierced,,,26,1,3,1,123.536,0
draught,,,26,2,3,1,117.846,0
perils,,,26,2,3,1,117.846,0
reckoning,,,26,2,3,1,117.846,0
shadowy,,,26,2,3,1,117.846,0
leaned,,,26,2,3,1,117.846,0
quicker,,,26,3,3,1,113.13,0
trumpets,,,26,3,3,1,113.13,0
swung,,,26,4,3,1,109.025,0
ferny,,,26,4,2,1,109.025,0
drank,,,26,7,3,1,98.974,0
slender,,,26,10,3,1,91.033,0
fierce,,,26,20,3,1,72.237,0
cliffs,,,26,20,3,1,72.237,0
barren,,,26,24,3,1,66.646,0
crowned,,,26,24,3,1,66.646,0
peaks,,,26,27,3,1,62.921,0
bread,,,26,34,3,1,55.421,0
lightning,,,26,36,3,1,53.528,0
seized,,,26,39,3,1,50.862,0
hate,,,26,50,3,1,42.518,0
token,,,26,54,3,1,39.932,0
please,,,26,78,3,1,27.815,0
finding,,,26,78,3,1,27.815,0
hornburg,,,27,0,2,0,137,0
creeping,,,27,0,3,0,137,0
rauros,,,27,0,3,0,137,0
lads,,,27,1,3,1,128.536,0
watchers,,,27,1,3,1,128.536,0
plunged,,,27,1,3,1,128.536,0
amazement,,,27,2,3,1,122.774,0
samwise,,,27,3,3,1,117.989,0
journeyed,,,27,4,3,1,113.817,0
hasty,,,27,4,3,1,113.817,0
leaping,,,27,5,3,1,110.086,0
bending,,,27,7,3,1,103.579,0
cunning,,,27,8,3,1,100.69,0
yonder,,,27,9,3,1,97.995,0
yours,,,27,10,3,1,95.467,0
eaten,,,27,15,3,1,84.724,0
sorrow,,,27,16,3,1,82.872,0
stiff,,,27,19,2,1,77.76,0
unseen,,,27,20,3,1,76.187,0
smile,,,27,25,3,1,69.11,0
curse,,,27,32,3,1,60.907,0
sunset,,,27,33,3,1,59.862,0
loved,,,27,40,3,1,53.249,0
dying,,,27,48,3,1,46.898,0
beer,,,27,50,3,1,45.472,0
hosts,,,27,54,3,1,42.784,0
treasure,,,27,56,3,1,41.516,0
anger,,,27,56,3,1,41.516,0
hood,,,27,60,3,1,39.117,0
passes,,,27,61,3,1,38.544,0
pointed,,,27,67,3,1,35.306,0
blind,,,27,67,3,1,35.306,0
rim,,,27,69,3,1,34.299,0
stayed,,,27,75,3,1,31.464,0
autumn,,,27,75,3,1,31.464,0
rough,,,27,79,3,1,29.718,0
deeply,,,27,82,3,1,28.477,0
peered,,,28,0,3,0,142.074,0
dûr,,,28,0,3,0,142.074,0
cirith,,,28,0,3,0,142.074,0
dúnedain,,,28,0,3,0,142.074,0
barad,,,28,0,3,0,142.074,0
númenor,,,28,0,3,0,142.074,0
brandybuck,,,28,1,3,1,133.539,0
mounds,,,28,3,3,1,122.856,0
kindred,,,28,4,3,1,118.62,0
hurried,,,28,4,3,1,118.62,0
troll,,,28,6,3,1,111.375,0
sounded,,,28,8,3,1,105.254,0
stout,,,28,8,3,1,105.254,0
pressed,,,28,12,3,1,95.183,0
eager,,,28,18,3,1,83.462,0
winged,,,28,18,3,1,83.462,0
madness,,,28,20,3,1,80.168,0
bye,,,28,26,3,1,71.573,0
harsh,,,28,31,3,1,65.544,0
laugh,,,28,31,3,1,65.544,0
understood,,,28,37,3,1,59.313,0
disappeared,,,28,41,3,1,55.641,0
pleasant,,,28,43,3,1,53.927,0
angry,,,28,44,3,1,53.098,0
dreams,,,28,46,3,1,51.492,0
banner,,,28,47,3,1,50.714,0
sought,,,28,81,3,1,31.214,0
removed,,,28,110,3,1,20.99,0
eorl,,,29,0,2,0,147.148,0
strode,,,29,0,3,0,147.148,0
wasn,,,29,0,3,0,147.148,0
bagginses,,,29,0,2,0,147.148,0
doesn,,,29,0,3,0,147.148,0
thither,,,29,0,3,0,147.148,0
weathertop,,,29,0,2,0,147.148,0
plainly,,,29,0,3,0,147.148,0
kindled,,,29,1,3,1,138.544,0
gleaming,,,29,1,3,1,138.544,0
hewn,,,29,2,3,1,132.646,0
pillars,,,29,5,3,1,119.577,0
flung,,,29,5,3,1,119.577,0
caves,,,29,13,2,1,97.318,0
easier,,,29,19,3,1,85.836,0
struggled,,,29,20,3,1,84.178,0
delight,,,29,20,3,1,84.178,0
dull,,,29,20,3,1,84.178,0
gentle,,,29,24,3,1,78.102,0
laden,,,29,36,3,1,63.727,0
fog,,,29,36,3,1,63.727,0
loose,,,29,45,3,1,55.466,0
picked,,,29,52,3,1,50.05,0
saved,,,29,55,3,1,47.945,0
stuff,,,29,61,3,1,44.065,0
depart,,,29,63,3,1,42.86,0
worn,,,29,68,3,1,40.017,0
proved,,,29,86,3,1,31.438,0
remote,,,29,90,3,1,29.818,0
chosen,,,29,105,3,1,24.466,0
hoom,,,30,0,2,0,152.222,0
gorbag,,,30,0,2,0,152.222,0
hurrying,,,30,0,3,0,152.222,0
nob,,,30,0,2,0,152.222,0
hoofs,,,30,0,3,0,152.222,0
glimmering,,,30,0,3,0,152.222,0
dimly,,,30,0,3,0,152.222,0
reckon,,,30,2,3,1,137.589,0
heed,,,30,6,3,1,120.771,0
parting,,,30,6,3,1,120.771,0
leaning,,,30,7,3,1,117.483,0
limbs,,,30,7,3,1,117.483,0
hm,,,30,10,1,1,108.884,0
shores,,,30,14,3,1,99.486,0
backs,,,30,15,3,1,97.408,0
dismay,,,30,16,3,1,95.419,0
ruined,,,30,19,3,1,89.916,0
laughter,,,30,20,3,1,88.217,0
pleased,,,30,26,3,1,79.161,0
courage,,,30,27,3,1,77.811,0
dell,,,30,27,3,1,77.811,0
wholly,,,30,30,3,1,73.989,0
putting,,,30,30,3,1,73.989,0
worst,,,30,36,3,1,67.206,0
feast,,,30,54,3,1,51.627,0
seeking,,,30,56,3,1,50.215,0
matters,,,30,56,3,1,50.215,0
ease,,,30,60,3,1,47.538,0
marching,,,30,69,3,1,42.139,0
pit,,,30,107,3,1,25.839,0
surely,,,31,0,3,0,157.296,0
stooping,,,31,0,3,0,157.296,0
wouldn,,,31,0,3,0,157.296,0
gildor,,,31,0,3,0,157.296,0
bywater,,,31,4,2,1,133.079,0
fading,,,31,5,3,1,129.109,0
smell,,,31,9,3,1,116.127,0
talked,,,31,10,3,1,113.39,0
minds,,,31,15,3,1,101.682,0
noticed,,,31,22,3,1,88.984,0
stern,,,31,28,3,1,80.272,0
nights,,,31,29,3,1,78.965,0
altogether,,,31,32,3,1,75.249,0
creatures,,,31,32,3,1,75.249,0
pocket,,,31,35,3,1,71.812,0
eyed,,,31,39,3,1,67.599,0
nonetheless,,,31,42,3,1,64.683,0
lonely,,,31,46,3,1,61.074,0
fate,,,31,83,3,1,37.557,0
spell,,,31,130,3,1,20.975,0
goldberry,,,32,0,1,0,162.371,0
boughs,,,32,0,3,0,162.371,0
meriadoc,,,32,0,3,0,162.371,0
fords,,,32,1,2,1,153.573,0
peering,,,32,1,3,1,153.573,0
malice,,,32,2,3,1,147.487,0
rested,,,32,6,3,1,130.211,0
glimpse,,,32,6,3,1,130.211,0
hilt,,,32,6,3,1,130.211,0
brandywine,,,32,8,2,1,123.657,0
halls,,,32,10,3,1,117.913,0
horrible,,,32,14,3,1,108.143,0
thee,,,32,20,3,1,96.374,0
mortal,,,32,20,3,1,96.374,0
shout,,,32,22,3,1,92.999,0
endure,,,32,25,3,1,88.334,0
bones,,,32,25,3,1,88.334,0
knowing,,,32,27,3,1,85.453,0
endless,,,32,28,3,1,84.074,0
knights,,,32,34,1,1,76.539,0
quest,,,32,36,3,1,74.271,0
sounds,,,32,39,3,1,71.062,0
halt,,,32,43,3,1,67.104,0
messenger,,,32,46,3,1,64.347,0
promised,,,32,51,3,1,60.101,0
waste,,,32,71,3,1,46.425,0
spear,,,32,72,3,1,45.85,0
mounted,,,32,76,3,1,43.634,0
bid,,,32,80,3,1,41.542,0
anyone,,,32,104,3,1,31.108,0
sons,,,32,113,3,1,27.937,0
naught,,,33,0,3,0,167.445,0
hissed,,,33,0,3,0,167.445,0
grishnákh,,,33,0,1,0,167.445,0
halfling,,,33,0,3,0,167.445,0
gazing,,,33,1,3,1,158.586,0
crawling,,,33,1,3,1,158.586,0
silently,,,33,2,3,1,152.442,0
waking,,,33,3,3,1,147.287,0
nigh,,,33,3,3,1,147.287,0
wandered,,,33,5,3,1,138.676,0
rumour,,,33,6,3,1,134.946,0
ate,,,33,23,3,1,95.398,0
begun,,,33,48,3,1,65.859,0
spare,,,33,55,3,1,60.074,0
pipe,,,33,60,3,1,56.36,0
breakfast,,,33,64,3,1,53.605,0
abroad,,,33,84,3,1,42.086,0
gap,,,33,100,3,1,34.896,0
assault,,,33,128,3,1,25.217,0
imrahil,,,34,0,1,0,172.519,0
osgiliath,,,34,0,3,0,172.519,0
muil,,,34,0,3,0,172.519,0
afar,,,34,6,3,1,139.691,0
whisper,,,34,11,3,1,124.278,0
wrapped,,,34,22,3,1,101.103,0
thank,,,34,26,3,1,94.696,0
throat,,,34,26,3,1,94.696,0
looks,,,34,51,3,1,66.512,0
struck,,,34,62,3,1,57.939,0
twilight,,,34,64,3,1,56.542,0
birthday,,,34,70,2,1,52.604,0
advice,,,34,80,3,1,46.767,0
figures,,,34,91,3,1,41.206,0
fresh,,,34,106,3,1,34.77,0
amroth,,,35,0,2,0,177.593,0
torches,,,35,1,3,1,168.619,0
stumbled,,,35,3,3,1,157.097,0
glance,,,35,4,3,1,152.459,0
dike,,,35,6,3,1,144.444,0
touched,,,35,10,3,1,131.567,0
buckland,,,35,12,2,1,126.169,0
pardon,,,35,19,3,1,110.677,0
desperate,,,35,28,3,1,95.65,0
drove,,,35,37,3,1,83.933,0
hundreds,,,35,46,3,1,74.383,0
steward,,,35,51,3,1,69.771,0
friendship,,,35,96,3,1,41.342,0
fortune,,,35,97,3,1,40.887,0
skill,,,35,104,3,1,37.856,0
clearly,,,35,124,3,1,30.421,0
cloaks,,,36,1,3,1,173.637,0
shelob,,,36,2,2,1,167.326,0
hurry,,,36,10,3,1,136.145,0
swept,,,36,14,3,1,125.679,0
wandering,,,36,18,3,1,116.89,0
twisted,,,36,19,3,1,114.894,0
burst,,,36,27,3,1,101.07,0
wet,,,36,45,3,1,78.795,0
prepared,,,36,56,3,1,68.74,0
horror,,,36,63,3,1,63.264,0
inn,,,36,98,2,1,42.864,0
clean,,,36,110,3,1,37.701,0
task,,,36,131,3,1,30.162,0
emyn,,,37,0,3,0,187.741,0
glorfindel,,,37,1,2,1,178.657,0
hideous,,,37,2,3,1,172.294,0
wondering,,,37,4,3,1,162.186,0
brow,,,37,10,3,1,140.735,0
marshes,,,37,10,3,1,140.735,0
lad,,,37,13,3,1,132.578,0
dare,,,37,14,3,1,130.104,0
sorry,,,37,20,3,1,117.167,0
luck,,,37,38,3,1,90.045,0
finger,,,37,41,3,1,86.572,0
afternoon,,,37,43,3,1,84.375,0
bearing,,,37,66,3,1,64.106,0
smooth,,,37,74,3,1,58.631,0
bombadil,,,38,0,3,0,192.815,0
ithilien,,,38,0,3,0,192.815,0
stooped,,,38,1,3,1,183.679,0
dared,,,38,1,3,1,183.679,0
roused,,,38,2,3,1,177.264,0
laughing,,,38,14,3,1,134.543,0
blowing,,,38,15,3,1,132.135,0
barrow,,,38,18,3,1,125.452,0
sting,,,38,27,3,1,109.027,0
threw,,,38,27,3,1,109.027,0
supper,,,38,27,3,1,109.027,0
watching,,,38,28,3,1,107.455,0
stronger,,,38,29,3,1,105.926,0
tears,,,38,33,3,1,100.179,0
rocks,,,38,50,3,1,80.703,0
signs,,,38,55,3,1,76.079,0
thunder,,,38,65,3,1,67.9,0
willing,,,38,67,3,1,66.411,0
harm,,,38,76,3,1,60.215,0
pack,,,38,80,3,1,57.699,0
outer,,,38,88,3,1,53.043,0
questions,,,38,100,3,1,46.864,0
fought,,,38,115,3,1,40.245,0
holding,,,38,116,3,1,39.841,0
gear,,,38,171,3,1,22.807,0
guide,,,38,173,3,1,22.338,0
perilous,,,39,2,3,1,182.237,0
grim,,,39,3,3,1,176.769,0
strangers,,,39,8,3,1,156.323,0
pools,,,39,17,3,1,131.939,0
vain,,,39,20,3,1,125.623,0
marched,,,39,21,3,1,123.657,0
willow,,,39,28,3,1,111.437,0
cruel,,,39,28,3,1,111.437,0
hoped,,,39,32,3,1,105.428,0
flowing,,,39,32,3,1,105.428,0
oh,,,39,60,3,1,75.023,0
calling,,,39,69,3,1,67.985,0
hearing,,,39,85,3,1,57.476,0
gift,,,39,86,3,1,56.89,0
banks,,,39,90,3,1,54.614,0
cotton,,,39,102,1,1,48.401,0
ford,,,39,134,3,1,35.313,0
belt,,,39,179,3,1,22.591,0
lothlórien,,,40,0,3,0,202.964,0
edoras,,,40,0,3,0,202.964,0
maggot,,,40,2,3,1,187.212,0
staring,,,40,3,3,1,181.697,0
woke,,,40,4,3,1,176.815,0
rang,,,40,5,3,1,172.393,0
ridden,,,40,5,3,1,172.393,0
waited,,,40,8,3,1,161.028,0
ent,,,40,9,2,1,157.709,0
stairs,,,40,11,3,1,151.594,0
bearer,,,40,22,3,1,125.941,0
hiding,,,40,24,3,1,122.239,0
deeper,,,40,26,3,1,118.746,0
crack,,,40,26,3,1,118.746,0
teeth,,,40,33,3,1,107.875,0
arrow,,,40,45,3,1,92.839,0
dale,,,40,75,3,1,66.723,0
hide,,,40,97,3,1,53.479,0
meant,,,40,97,3,1,53.479,0
ridge,,,40,131,3,1,38.516,0
fashion,,,40,140,3,1,35.342,0
expect,,,40,153,3,1,31.205,0
celeborn,,,41,0,3,0,208.038,0
behold,,,41,7,3,1,169.312,0
brink,,,41,10,3,1,159.204,0
sank,,,41,12,3,1,153.315,0
wolves,,,41,13,3,1,150.572,0
borne,,,41,16,3,1,143.003,0
wrath,,,41,16,3,1,143.003,0
spears,,,41,67,3,1,75.681,0
pace,,,41,79,3,1,66.945,0
heir,,,41,97,3,1,56.109,0
showed,,,41,108,3,1,50.514,0
dry,,,41,127,3,1,42.252,0
hither,,,42,0,3,0,213.112,0
mirkwood,,,42,0,3,0,213.112,0
gleamed,,,42,1,3,1,203.778,0
dol,,,42,1,3,1,203.778,0
mists,,,42,3,3,1,191.563,0
crying,,,42,11,3,1,160.792,0
aloud,,,42,16,3,1,147.425,0
comfort,,,42,20,3,1,138.437,0
fires,,,42,21,3,1,136.372,0
wore,,,42,25,3,1,128.711,0
remembered,,,42,34,3,1,114.201,0
bow,,,42,57,3,1,87.544,0
keeping,,,42,60,3,1,84.791,0
driven,,,42,67,3,1,78.833,0
sense,,,42,185,3,1,26.169,0
height,,,42,186,3,1,25.926,0
loomed,,,43,0,3,0,218.186,0
sang,,,43,42,3,1,107.285,0
meal,,,43,44,3,1,104.841,0
orders,,,43,67,3,1,82.014,0
failed,,,43,166,3,1,33.091,0
haldir,,,44,0,2,0,223.261,0
paused,,,44,2,3,1,207.136,0
shook,,,44,4,3,1,196.383,0
beasts,,,44,6,3,1,187.557,0
stretched,,,44,7,3,1,183.619,0
dread,,,44,12,3,1,167.045,0
knife,,,44,29,3,1,129.944,0
thoughts,,,44,29,3,1,129.944,0
holes,,,44,34,3,1,122.018,0
hedge,,,44,38,3,1,116.286,0
stroke,,,44,87,3,1,70.373,0
sort,,,44,98,3,1,63.618,0
wanted,,,44,136,3,1,45.46,0
wrought,,,45,2,3,1,212.123,0
gamgee,,,45,2,3,1,212.123,0
chill,,,45,8,3,1,184.673,0
southward,,,45,16,3,1,160.767,0
wisdom,,,45,18,3,1,155.919,0
rope,,,45,21,3,1,149.231,0
noon,,,45,33,3,1,127.496,0
keen,,,45,52,3,1,102.939,0
beast,,,45,64,3,1,91.105,0
wrong,,,45,76,3,1,81.149,0
farmer,,,45,96,2,1,67.56,0
breast,,,45,121,3,1,54.277,0
flying,,,45,169,3,1,36.054,0
brief,,,45,177,3,1,33.672,0
foes,,,46,0,3,0,233.409,0
crawled,,,46,1,3,1,223.895,0
smiled,,,46,1,3,1,223.895,0
gleam,,,46,2,3,1,217.111,0
horsemen,,,46,3,3,1,211.332,0
sooner,,,46,3,3,1,211.332,0
misty,,,46,4,3,1,206.191,0
grief,,,46,10,3,1,182.504,0
feared,,,46,31,3,1,134.714,0
healing,,,46,32,3,1,133.078,0
escaped,,,46,40,3,1,121.198,0
sad,,,46,42,3,1,118.518,0
arch,,,46,96,3,1,70.365,0
leaving,,,46,160,3,1,40.983,0
lane,,,46,190,3,1,31.897,0
weather,,,46,192,3,1,31.363,0
stared,,,47,0,3,0,238.483,0
listened,,,47,7,3,1,197.983,0
cries,,,47,9,3,1,190.591,0
dwell,,,47,12,3,1,180.863,0
sunlight,,,47,12,3,1,180.863,0
horns,,,47,19,3,1,162.382,0
somehow,,,47,22,3,1,155.722,0
downs,,,47,28,3,1,143.992,0
flowers,,,47,69,3,1,93.242,0
surprise,,,47,72,3,1,90.671,0
bound,,,47,103,3,1,68.935,0
touch,,,47,127,3,1,56.399,0
sharp,,,47,131,3,1,54.573,0
weapons,,,47,147,3,1,47.881,0
carried,,,47,189,3,1,33.996,0
shagrat,,,48,0,2,0,243.557,0
weariness,,,48,0,3,0,243.557,0
ruffians,,,48,0,1,0,243.557,0
mithrandir,,,48,0,3,0,243.557,0
ponies,,,48,3,2,1,221.232,0
dusk,,,48,4,3,1,216.013,0
whispered,,,48,6,3,1,206.872,0
sheer,,,48,28,3,1,148.139,0
amid,,,48,30,3,1,144.562,0
steadily,,,48,30,3,1,144.562,0
certainly,,,48,50,3,1,115.981,0
listen,,,48,67,3,1,98.329,0
wings,,,48,72,3,1,93.9,0
blow,,,48,87,3,1,82.174,0
entered,,,48,231,3,1,25.442,0
rohirrim,,,49,0,3,0,248.632,0
glóin,,,49,0,3,0,248.632,0
stirred,,,49,0,3,0,248.632,0
southwards,,,49,10,3,1,196.58,0
presently,,,49,48,3,1,122.082,0
haven,,,49,73,3,1,96.286,0
iron,,,49,180,3,1,40.514,0
fool,,,50,24,3,1,164.408,0
hungry,,,50,28,3,1,156.479,0
tomorrow,,,50,44,3,1,131.028,0
roots,,,50,51,3,1,122.105,0
seeing,,,50,56,3,1,116.327,0
branches,,,50,67,3,1,105.03,0
wake,,,50,106,3,1,75.471,0
storm,,,50,264,3,1,21.898,0
garden,,,50,268,3,1,21.179,0
queer,,,51,4,3,1,230.769,0
arrows,,,51,5,3,1,225.905,0
awake,,,51,8,3,1,213.266,0
citadel,,,51,10,3,1,205.999,0
gently,,,51,12,3,1,199.406,0
lore,,,51,12,3,1,199.406,0
shapes,,,51,20,3,1,177.651,0
axe,,,51,45,3,1,133.487,0
honour,,,51,82,3,1,95.209,0
warm,,,51,96,3,1,84.814,0
leaf,,,51,117,3,1,71.804,0
expected,,,51,144,3,1,58.394,0
trail,,,51,220,2,1,32.93,0
crown,,,51,265,3,1,23.126,0
nazgûl,,,52,0,3,0,263.854,0
peregrin,,,52,0,3,0,263.854,0
gaffer,,,52,0,3,0,263.854,0
busy,,,52,53,3,1,127.037,0
climb,,,52,63,3,1,115.866,0
guards,,,52,74,3,1,105.237,0
pain,,,52,77,3,1,102.587,0
sides,,,52,112,3,1,77.428,0
shore,,,52,123,3,1,71.176,0
circle,,,52,185,3,1,44.942,0
aid,,,52,208,3,1,37.923,0
chair,,,52,215,3,1,35.999,0
blood,,,52,267,3,1,24.184,0
shoulders,,,53,9,3,1,219.048,0
captains,,,53,12,3,1,208.724,0
blew,,,53,13,3,1,205.576,0
crossed,,,53,31,3,1,163.418,0
terrible,,,53,36,3,1,154.748,0
ruin,,,53,73,3,1,109.474,0
tunnel,,,53,121,3,1,74.95,0
sweet,,,53,124,3,1,73.287,0
falls,,,53,136,3,1,67.054,0
hollow,,,53,181,3,1,48.373,0
bottom,,,53,198,3,1,42.786,0
slain,,,54,10,3,1,220.175,0
deeds,,,54,15,3,1,204.22,0
quietly,,,54,20,3,1,190.936,0
northward,,,54,22,3,1,186.173,0
proud,,,54,30,3,1,169.451,0
grown,,,54,45,3,1,144.995,0
loud,,,54,64,3,1,121.815,0
vale,,,54,94,3,1,95.268,0
alive,,,54,102,3,1,89.562,0
choice,,,54,210,3,1,41.105,0
dwelt,,,55,1,3,1,269.209,0
despair,,,55,12,3,1,218.07,0
servants,,,55,27,3,1,179.606,0
joy,,,55,43,3,1,151.779,0
shoulder,,,55,69,3,1,120.131,0
welcome,,,55,91,3,1,100.643,0
cool,,,55,93,3,1,99.098,0
needed,,,55,119,3,1,81.574,0
easy,,,55,124,3,1,78.664,0
destroyed,,,55,135,3,1,72.686,0
saying,,,55,152,3,1,64.447,0
covered,,,55,194,3,1,48.092,0
likely,,,55,242,3,1,34.334,0
seek,,,55,253,3,1,31.731,0
uglúk,,,56,0,1,0,284.151,0
hobbiton,,,56,0,3,0,284.151,0
knees,,,56,5,3,1,250.382,0
midst,,,56,20,3,1,199.844,0
mail,,,56,109,3,1,90.705,0
corner,,,56,166,3,1,60.738,0
beautiful,,,56,194,3,1,50.16,0
lived,,,56,234,3,1,38.113,0
isn,,,57,0,3,0,289.225,0
foul,,,57,26,3,1,190.311,0
ended,,,57,169,3,1,61.808,0
lot,,,57,219,3,1,44.176,0
choose,,,57,271,3,1,30.925,0
morgul,,,58,0,3,0,294.3,0
elendil,,,58,0,3,0,294.3,0
gazed,,,58,0,3,0,294.3,0
sighed,,,58,0,3,0,294.3,0
pity,,,58,11,3,1,235.571,0
troubled,,,58,23,3,1,201.433,0
wished,,,58,25,3,1,196.847,0
gathering,,,58,38,3,1,171.675,0
burned,,,58,40,3,1,168.359,0
thrust,,,58,42,3,1,165.163,0
realm,,,58,46,3,1,159.093,0
waiting,,,58,62,3,1,138.295,0
lords,,,58,69,3,1,130.565,0
waters,,,58,97,3,1,105.328,0
